City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Busselton,AU,-33.65,115.3333,59.32,82,100,13.29,overcast clouds
1,Saskylakh,RU,71.9167,114.0833,54.63,63,100,7.23,overcast clouds
2,Chokurdakh,RU,70.6333,147.9167,57.15,38,23,14.61,few clouds
3,Salur,IN,18.5333,83.2167,87.82,67,100,3.33,moderate rain
4,Yellowknife,CA,62.456,-114.3525,55.92,76,75,0.0,broken clouds
5,Dikson,RU,73.5069,80.5464,52.3,73,37,8.1,light rain
6,Abapo,BO,-18.8333,-63.4667,55.38,78,1,3.0,clear sky
7,Fredericton,CA,45.9454,-66.6656,65.82,94,100,6.91,mist
8,Chapais,CA,49.7834,-74.8492,58.78,92,100,10.89,overcast clouds
9,Contamana,PE,-7.3333,-75.0167,70.86,84,80,1.7,broken clouds
10,Puerto Madryn,AR,-42.7692,-65.0385,38.46,71,99,7.92,overcast clouds
11,Bengkulu,ID,-3.8004,102.2655,80.91,85,100,7.9,overcast clouds
12,Punta Arenas,CL,-53.15,-70.9167,33.91,80,40,12.66,scattered clouds
13,Rikitea,PF,-23.1203,-134.9692,72.32,77,100,11.79,light rain
14,Port Alfred,ZA,-33.5906,26.891,72.18,55,81,1.99,broken clouds
15,Victoria,HK,22.2855,114.1577,93.38,71,1,13.0,clear sky
16,Albany,US,42.6001,-73.9662,68.52,90,0,3.6,clear sky
17,Saint-Augustin,CA,51.226,-58.6502,59.34,79,95,8.34,overcast clouds
18,Jamestown,US,42.097,-79.2353,71.19,87,100,8.05,light rain
19,Chuy,UY,-33.6971,-53.4616,54.37,90,89,3.38,overcast clouds
20,Bredasdorp,ZA,-34.5322,20.0403,61.36,53,100,8.12,overcast clouds
21,Ushuaia,AR,-54.8,-68.3,33.46,93,75,33.38,light snow
22,Hasaki,JP,35.7333,140.8333,84.29,94,10,18.07,clear sky
23,Kapaa,US,22.0752,-159.319,77.32,83,40,14.97,scattered clouds
24,Muros,ES,42.7762,-9.0603,71.69,69,91,10.27,overcast clouds
25,Westport,US,41.1415,-73.3579,75.36,91,0,0.0,clear sky
26,Egvekinot,RU,66.3167,-179.1667,40.73,70,68,6.44,broken clouds
27,Lebu,CL,-37.6167,-73.65,53.02,97,100,9.4,moderate rain
28,Upernavik,GL,72.7868,-56.1549,42.26,95,100,28.99,light rain
29,Puerto Ayora,EC,-0.7393,-90.3518,65.55,99,82,1.99,broken clouds
30,Labuhan,ID,-6.8844,112.2051,83.03,70,78,4.88,broken clouds
31,Barrow,US,71.2906,-156.7887,37.42,93,100,16.11,mist
32,Cape Town,ZA,-33.9258,18.4232,62.28,69,20,12.66,few clouds
33,Arraial Do Cabo,BR,-22.9661,-42.0278,67.86,94,0,8.05,clear sky
34,Bilibino,RU,68.0546,166.4372,41.05,72,100,1.68,light rain
35,Tuktoyaktuk,CA,69.4541,-133.0374,51.71,76,100,7.83,overcast clouds
36,Ponta Do Sol,PT,32.6667,-17.1,74.12,63,12,3.29,few clouds
37,Butaritari,KI,3.0707,172.7902,81.9,75,60,8.5,broken clouds
38,Bluff,NZ,-46.6,168.3333,38.8,81,99,8.34,overcast clouds
39,Hermanus,ZA,-34.4187,19.2345,61.81,60,90,10.96,overcast clouds
40,Sarangani,PH,5.4033,125.4636,83.26,70,75,5.61,broken clouds
41,Hilo,US,19.7297,-155.09,79.29,95,40,5.75,scattered clouds
42,Alofi,NU,-19.0595,-169.9187,67.89,94,20,1.14,few clouds
43,Atuona,PF,-9.8,-139.0333,76.77,73,0,13.89,clear sky
44,Torbay,CA,47.6666,-52.7314,65.75,82,40,11.5,scattered clouds
45,Carnarvon,AU,-24.8667,113.6333,65.37,52,0,17.05,clear sky
46,Mahebourg,MU,-20.4081,57.7,75.25,68,75,14.97,broken clouds
47,Ceyhan,TR,37.0247,35.8175,97.14,13,0,5.44,clear sky
48,Abu Samrah,SY,35.3029,37.1841,94.55,19,0,10.38,clear sky
49,Catuday,PH,16.2923,119.8062,84.31,74,32,4.9,moderate rain
50,Leshukonskoye,RU,64.8989,45.7622,77.0,35,55,5.7,broken clouds
51,Ancud,CL,-41.8697,-73.8203,40.23,90,100,6.35,overcast clouds
52,Coihaique,CL,-45.5752,-72.0662,22.95,93,0,8.05,clear sky
53,Zaysan,KZ,47.4667,84.8667,87.96,25,96,10.31,overcast clouds
54,College,US,64.8569,-147.8028,57.15,82,75,3.44,light rain
55,Qaanaaq,GL,77.484,-69.3632,40.33,94,100,5.32,overcast clouds
56,Staryy Nadym,RU,65.6118,72.6842,46.09,86,100,12.95,overcast clouds
57,Reims,FR,49.1667,4.0833,81.95,64,0,4.61,clear sky
58,Bambous Virieux,MU,-20.3428,57.7575,75.22,68,75,14.97,light rain
59,Chimore,BO,-16.9833,-65.1333,65.17,80,4,1.45,clear sky
60,Hithadhoo,MV,-0.6,73.0833,76.32,86,100,5.93,overcast clouds
61,Bethel,US,41.3712,-73.414,73.27,91,0,4.61,clear sky
62,Husavik,IS,66.0449,-17.3389,51.04,82,28,2.84,scattered clouds
63,Khatanga,RU,71.9667,102.5,63.05,59,100,13.85,overcast clouds
64,Ribeira Grande,PT,38.5167,-28.7,72.0,94,75,3.44,light intensity shower rain
65,Kavaratti,IN,10.5669,72.642,81.27,80,100,20.51,heavy intensity rain
66,Vaini,TO,-21.2,-175.2,71.76,88,20,5.75,few clouds
67,Lagoa,PT,39.05,-27.9833,71.22,91,100,6.98,overcast clouds
68,Yazman,PK,29.1212,71.7446,92.48,53,93,8.7,overcast clouds
69,Saint-Philippe,RE,-21.3585,55.7679,78.22,64,7,12.1,clear sky
70,Ust-Maya,RU,60.4167,134.5333,80.4,57,15,4.12,few clouds
71,Nuuk,GL,64.1835,-51.7216,54.21,71,20,2.3,few clouds
72,Kahului,US,20.8947,-156.47,77.02,77,0,12.66,clear sky
73,Manaure,CO,11.7751,-72.4445,80.19,76,46,18.3,scattered clouds
74,Nome,US,64.5011,-165.4064,46.47,93,100,5.75,overcast clouds
75,Moose Factory,CA,51.2585,-80.6094,55.4,94,40,6.91,scattered clouds
76,Pevek,RU,69.7008,170.3133,31.77,96,100,4.83,overcast clouds
77,Nehe,CN,48.4833,124.8333,76.08,80,59,6.82,broken clouds
78,Kavieng,PG,-2.5744,150.7967,82.51,77,100,9.31,overcast clouds
79,Morros,BR,-9.4467,-46.3003,65.08,55,21,5.35,few clouds
80,Tuatapere,NZ,-46.1333,167.6833,41.45,92,95,3.18,overcast clouds
81,Sao Felix Do Xingu,BR,-6.6447,-51.995,65.59,64,30,1.5,scattered clouds
82,Mecca,SA,21.4267,39.8261,102.09,25,65,7.47,broken clouds
83,Aguimes,ES,27.9054,-15.4461,76.66,69,20,33.38,few clouds
84,Poshekhonye,RU,58.4993,39.1353,78.73,44,1,2.73,clear sky
85,Yulara,AU,-25.2406,130.9889,66.04,27,4,3.44,clear sky
86,Souillac,MU,-20.5167,57.5167,73.78,68,75,14.97,light rain
87,Riyadh,SA,24.6877,46.7219,111.34,7,30,17.96,scattered clouds
88,Port Hardy,CA,50.6996,-127.4199,53.78,94,75,3.44,broken clouds
89,Hualmay,PE,-11.0964,-77.6139,60.03,84,54,7.43,broken clouds
90,Sisimiut,GL,66.9395,-53.6735,46.13,87,100,5.44,overcast clouds
91,Kenai,US,60.5544,-151.2583,50.09,93,100,6.91,overcast clouds
92,Meulaboh,ID,4.1363,96.1285,85.89,66,54,11.03,heavy intensity rain
93,New Norfolk,AU,-42.7826,147.0587,51.3,78,73,1.99,broken clouds
94,Tara,RU,56.8944,74.371,69.76,48,83,11.68,broken clouds
95,Manokwari,ID,-0.8667,134.0833,79.99,78,75,2.1,broken clouds
96,Smithers,CA,54.7804,-127.1743,48.52,87,0,2.3,clear sky
97,Thompson,CA,55.7435,-97.8558,50.16,100,100,9.22,mist
98,Paoua,CF,7.2427,16.4406,72.3,92,100,0.81,light rain
99,Ailigandi,PA,9.2333,-78.0167,76.98,89,98,6.33,overcast clouds
100,Tigre,AR,-34.426,-58.5796,50.22,95,0,3.44,clear sky
101,Naigarhi,IN,24.7833,81.7833,93.7,43,100,4.29,moderate rain
102,Viransehir,TR,37.2353,39.7631,97.77,15,0,7.65,clear sky
103,Varhaug,NO,58.6147,5.6457,64.78,73,98,20.45,overcast clouds
104,Bubaque,GW,11.2833,-15.8333,78.87,85,100,23.09,light rain
105,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,88,100,14.97,overcast clouds
106,Flinders,AU,-34.5833,150.8552,58.37,85,76,5.99,light rain
107,Guerrero Negro,MX,27.9769,-114.0611,67.3,87,33,12.33,scattered clouds
108,Antalaha,MG,-14.9003,50.2788,74.44,68,25,11.54,light rain
109,Malkangiri,IN,18.35,81.9,81.75,86,99,6.62,light rain
110,Atar,MR,20.5169,-13.0499,89.67,42,29,1.39,light rain
111,San Lorenzo,PY,-25.3333,-57.5333,70.74,64,0,7.0,clear sky
112,Dwarka,IN,22.2394,68.9678,84.38,79,95,20.27,overcast clouds
113,Salinas,US,36.6777,-121.6555,59.81,87,100,5.75,overcast clouds
114,Puri,IN,19.8,85.85,84.72,73,100,9.26,moderate rain
115,Avarua,CK,-21.2078,-159.775,73.45,83,75,16.11,broken clouds
116,Port-Gentil,GA,-0.7193,8.7815,80.56,69,75,14.97,broken clouds
117,Aklavik,CA,68.2191,-135.0107,57.94,71,99,6.26,overcast clouds
118,Hobe Sound,US,27.0595,-80.1364,82.38,86,0,10.36,clear sky
119,Kudahuvadhoo,MV,2.6708,72.8944,82.36,71,100,14.32,overcast clouds
120,Port Lincoln,AU,-34.7333,135.8667,54.46,62,100,8.48,overcast clouds
121,Faya,SA,18.3851,42.4509,87.91,29,38,1.66,scattered clouds
122,Trapani,IT,37.8333,12.6667,97.27,74,0,14.97,clear sky
123,Georgetown,MY,5.4112,100.3354,89.53,79,20,9.22,few clouds
124,Virginia Beach,US,36.8529,-75.978,77.02,91,20,9.22,few clouds
125,Grindavik,IS,63.8424,-22.4338,55.35,100,75,4.61,light intensity drizzle
126,Narsaq,GL,60.9167,-46.05,48.42,61,12,0.96,few clouds
127,New Iberia,US,30.0035,-91.8187,80.67,89,0,0.0,clear sky
128,Henties Bay,NA,-22.116,14.2845,75.07,41,0,2.77,clear sky
129,Tura,IN,25.5198,90.2201,82.85,78,100,2.15,very heavy rain
130,Salalah,OM,17.0151,54.0924,80.69,83,75,12.66,broken clouds
131,Hambantota,LK,6.1241,81.1185,85.59,68,100,23.85,overcast clouds
132,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,6.91,overcast clouds
133,Bonthe,SL,7.5264,-12.505,78.3,79,100,11.86,overcast clouds
134,Mataura,NZ,-46.1927,168.8643,38.48,97,65,2.59,broken clouds
135,Mutoko,ZW,-17.397,32.2268,70.3,33,6,10.58,clear sky
136,Sola,VU,-13.8833,167.55,80.65,79,100,17.56,overcast clouds
137,Kruisfontein,ZA,-34.0033,24.7314,72.88,30,14,11.45,few clouds
138,Aykhal,RU,66.0,111.5,66.25,58,100,4.7,overcast clouds
139,Kodiak,US,57.79,-152.4072,51.31,66,100,8.05,overcast clouds
140,Gat,IL,31.61,34.7642,92.79,33,0,13.82,clear sky
141,Northam,GB,51.0333,-4.2167,66.65,74,80,9.15,broken clouds
142,Ellsworth,US,44.5434,-68.4195,68.56,98,100,3.44,fog
143,Port Blair,IN,11.6667,92.75,80.64,89,100,4.61,light rain
144,San Pedro,PH,14.35,121.0167,85.32,79,40,4.61,scattered clouds
145,Hobart,AU,-42.8794,147.3294,51.66,77,75,8.05,broken clouds
146,Beringovskiy,RU,63.05,179.3167,51.01,64,100,6.13,overcast clouds
147,Hamilton,US,39.1834,-84.5333,73.83,90,20,5.75,few clouds
148,Palana,RU,59.1167,159.9667,51.42,73,0,7.49,clear sky
149,Lavrentiya,RU,65.5833,-171.0,38.21,87,100,13.38,overcast clouds
150,Mar Del Plata,AR,-38.0023,-57.5575,49.08,63,0,3.0,clear sky
151,Benjamin Constant,BR,-4.3831,-70.0311,73.53,99,65,1.68,broken clouds
152,Nakambala,ZM,-15.8324,27.7799,76.26,33,2,10.83,clear sky
153,Sao Joao Da Barra,BR,-21.6403,-41.0511,64.49,90,11,5.84,few clouds
154,Nikolskoye,RU,59.7035,30.7861,83.88,37,62,3.78,broken clouds
155,Nongan,CN,44.382,125.1685,80.69,72,3,3.74,clear sky
156,Provideniya,RU,64.3833,-173.3,40.98,80,83,9.64,broken clouds
157,Garden City,US,42.3256,-83.331,70.95,94,40,4.61,scattered clouds
158,Kirakira,SB,-10.4544,161.9205,79.18,82,5,1.45,clear sky
159,Vanimo,PG,-2.6741,141.3028,79.23,86,42,4.9,scattered clouds
160,Katsuura,JP,35.1333,140.3,78.94,92,8,19.3,clear sky
161,Port Macquarie,AU,-31.4333,152.9167,57.09,88,75,9.22,broken clouds
162,Camacha,PT,33.0833,-16.3333,69.22,64,75,14.97,broken clouds
163,Codrington,AU,-38.2667,141.9667,54.64,69,100,12.57,moderate rain
164,Karabash,RU,55.4808,60.2157,69.84,57,77,8.66,broken clouds
165,Rockport,US,28.0206,-97.0544,85.05,83,0,8.05,clear sky
166,Guanay,BO,-15.4975,-67.8797,63.05,96,16,1.83,few clouds
167,Maniitsoq,GL,65.4167,-52.9,45.43,89,100,7.47,overcast clouds
168,Clyde River,CA,70.4692,-68.5914,50.23,76,75,16.11,broken clouds
169,Pisco,PE,-13.7,-76.2167,51.85,82,0,3.44,mist
170,Grimmen,DE,54.1121,13.0405,68.99,70,99,12.55,overcast clouds
171,Geraldton,AU,-28.7667,114.6,59.41,72,40,1.14,scattered clouds
172,Mahibadhoo,MV,3.7833,72.9667,81.86,76,100,13.42,overcast clouds
173,Whyalla,AU,-33.0333,137.5833,60.13,60,100,9.53,light rain
174,Penco,CL,-36.7333,-72.9833,50.85,100,100,4.61,light intensity drizzle
175,Taltal,CL,-25.4,-70.4833,56.08,85,52,1.39,broken clouds
176,Little Current,CA,45.9793,-81.9248,64.45,81,0,9.8,clear sky
177,Karratha,AU,-20.7377,116.8463,74.48,70,14,12.8,few clouds
178,Avera,US,33.194,-82.5271,75.54,96,98,7.27,overcast clouds
179,Poum,NC,-20.2333,164.0167,77.02,90,82,21.81,broken clouds
180,Norman Wells,CA,65.282,-126.8329,60.84,82,40,5.75,scattered clouds
181,Bilma,NE,18.6853,12.9164,100.31,23,81,4.74,broken clouds
182,Solnechnyy,RU,50.7214,136.6319,55.87,92,100,6.24,overcast clouds
183,Fortuna,US,40.5982,-124.1573,57.92,86,96,3.0,overcast clouds
184,Wanning,CN,18.8003,110.3967,85.12,75,13,6.73,few clouds
185,Bereda,ES,43.2686,-7.5406,67.41,89,100,5.66,overcast clouds
186,Palmas Bellas,PA,9.2319,-80.0867,76.24,92,100,1.32,overcast clouds
187,Kortkeros,RU,61.8106,51.5806,77.18,34,92,7.36,overcast clouds
188,Cidreira,BR,-30.1811,-50.2056,60.93,95,99,4.29,overcast clouds
189,Tasiilaq,GL,65.6145,-37.6368,39.36,84,98,1.68,overcast clouds
190,Saldanha,ZA,-33.0117,17.9442,60.85,71,100,7.0,overcast clouds
191,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,77,75,13.42,broken clouds
192,Edd,ER,13.9297,41.6925,97.52,41,10,11.25,clear sky
193,Assiniboia,CA,49.6334,-105.9845,51.62,87,24,4.61,few clouds
194,Airai,TL,-8.9266,125.4092,56.39,79,59,2.28,broken clouds
195,Shimanovsk,RU,52.0,127.7,76.17,61,56,3.87,broken clouds
196,Port Elizabeth,ZA,-33.918,25.5701,76.32,33,0,8.01,clear sky
197,Ipixuna,BR,-1.7625,-48.8043,72.18,92,36,2.84,scattered clouds
198,Mount Isa,AU,-20.7333,139.5,53.37,32,0,3.44,clear sky
199,Laguna,US,38.421,-121.4238,74.01,57,0,9.22,clear sky
200,Cabedelo,BR,-6.9811,-34.8339,72.27,85,100,10.65,overcast clouds
201,Kirishi,RU,59.4471,32.0205,79.56,38,16,4.18,few clouds
202,Olafsvik,IS,64.8945,-23.7142,51.93,93,100,6.46,overcast clouds
203,Ilhabela,BR,-23.7781,-45.3581,65.28,82,13,3.47,few clouds
204,Upington,ZA,-28.4478,21.2561,77.38,23,0,12.66,clear sky
205,Talnakh,RU,69.4865,88.3972,74.21,51,88,9.62,light rain
206,Opuwo,NA,-18.0607,13.84,76.08,19,0,12.1,clear sky
207,Billings,US,45.7833,-108.5007,72.52,26,0,16.11,clear sky
208,San Ignacio,BZ,17.1561,-89.0714,71.74,100,0,0.0,clear sky
209,Warkworth,NZ,-36.4,174.6667,47.91,72,95,8.5,overcast clouds
210,Castro,BR,-24.7911,-50.0119,55.2,89,100,2.55,overcast clouds
211,Talakan,RU,50.3167,130.3667,72.14,76,56,2.75,broken clouds
212,Tingi,TZ,-11.3,35.0333,68.95,49,31,7.67,scattered clouds
213,Cayenne,GF,4.9333,-52.3333,76.08,1,100,1.14,overcast clouds
214,Dzilam Gonzalez,MX,21.2833,-88.9333,73.27,96,33,3.94,scattered clouds
215,Turbat,PK,26.0023,63.044,93.61,52,85,7.63,overcast clouds
216,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.12,46,46,1.21,scattered clouds
217,Simao,CN,22.7886,100.9748,74.95,83,97,1.99,overcast clouds
218,Meadow Lake,US,34.8014,-106.5436,77.32,48,41,5.3,scattered clouds
219,Sioux Lookout,CA,50.1001,-91.917,59.07,94,40,5.75,scattered clouds
220,Omsukchan,RU,62.5333,155.8,53.96,52,0,6.53,clear sky
221,Krasnolesnyy,RU,51.8807,39.5877,60.8,88,97,8.37,light rain
222,Dosso,NE,13.049,3.1937,85.89,58,86,7.38,overcast clouds
223,Ikalamavony,MG,-21.15,46.5833,74.82,34,0,6.98,clear sky
224,Novobiryusinskiy,RU,56.9578,97.7076,82.74,35,23,4.34,few clouds
225,Barranca,PE,-10.75,-77.7667,59.94,85,72,4.79,broken clouds
226,Naze,JP,28.3667,129.4833,79.72,83,48,9.53,scattered clouds
227,Usinsk,RU,65.9939,57.5281,60.58,46,30,14.99,scattered clouds
228,East London,ZA,-33.0153,27.9116,70.74,52,0,2.3,clear sky
229,Saint Anthony,US,45.0205,-93.218,76.6,53,0,17.27,clear sky
230,Dinguiraye,GN,11.3,-10.7167,76.42,80,99,3.36,overcast clouds
231,Kineta,GR,37.9709,23.2183,99.57,28,0,1.74,clear sky
232,Koumac,NC,-20.5667,164.2833,75.88,85,93,10.4,overcast clouds
233,Kodinsk,RU,58.6881,99.1844,77.97,44,86,7.38,overcast clouds
234,Sur,OM,22.5667,59.5289,95.43,53,8,1.41,clear sky
235,Trinidad,BO,-14.8333,-64.9,66.18,94,0,3.44,clear sky
236,Dongsheng,CN,39.8161,109.9776,75.49,24,1,9.86,clear sky
237,Edeia,BR,-17.3383,-49.9314,62.15,64,51,4.56,broken clouds
238,Vao,NC,-22.6667,167.4833,74.53,87,100,21.05,heavy intensity rain
239,Trelew,AR,-43.249,-65.3051,34.93,57,77,7.16,broken clouds
240,Lorca,ES,37.6712,-1.7017,90.36,27,1,7.16,clear sky
241,Greece,US,43.2098,-77.6931,70.95,88,75,4.61,broken clouds
242,Odesskoye,RU,54.2111,72.9651,68.79,62,56,13.13,light rain
243,Oranjestad,AW,12.524,-70.027,80.55,89,20,12.66,few clouds
244,Casma,CL,-41.0082,-73.1244,40.28,99,100,0.72,overcast clouds
245,Russell,US,32.3502,-85.1999,74.48,94,0,0.0,clear sky
246,Quimperle,FR,47.8667,-3.55,75.74,55,0,10.36,clear sky
247,Iqaluit,CA,63.7506,-68.5145,38.93,100,75,0.0,mist
248,Lata,PT,40.1629,-8.3327,84.49,45,81,3.22,broken clouds
249,Urzhum,RU,57.1141,49.9996,76.3,51,5,4.54,clear sky
250,Vityazevo,RU,44.9931,37.2719,80.44,61,20,18.01,few clouds
251,Balvi,LV,57.1313,27.2658,81.61,44,8,3.53,clear sky
252,Maarianhamina,AX,60.0973,19.9348,67.86,83,100,12.66,overcast clouds
253,Cherskiy,RU,68.75,161.3,36.46,86,97,13.31,overcast clouds
254,Kidal,ML,18.4411,1.4078,96.1,27,46,11.63,scattered clouds
255,Tres Arroyos,AR,-38.3739,-60.2798,39.63,92,90,3.58,overcast clouds
256,Warrnambool,AU,-38.3833,142.4833,54.81,75,100,10.67,light rain
257,Calbuco,CL,-41.768,-73.1273,40.21,81,100,6.49,overcast clouds
258,Constitucion,CL,-35.3333,-72.4167,50.97,80,64,5.86,broken clouds
259,Kysyl-Syr,RU,63.8986,122.7617,72.61,66,31,1.97,scattered clouds
260,Yuanping,CN,38.7153,112.7575,72.66,57,100,6.96,overcast clouds
261,Buraydah,SA,26.326,43.975,113.45,7,11,11.79,few clouds
262,Ileza,RU,61.0533,43.9002,80.08,42,42,8.68,scattered clouds
263,Nioro,GM,13.35,-15.75,78.57,85,100,5.3,light rain
264,Esperance,AU,-33.8667,121.9,56.88,68,42,9.73,scattered clouds
265,Petrov Val,RU,50.1434,45.2096,74.53,41,74,8.3,broken clouds
266,Broome,US,42.2506,-75.833,67.06,85,0,3.94,clear sky
267,Lufilufi,WS,-13.8745,-171.5986,71.38,79,25,15.37,scattered clouds
268,Baruun-Urt,MN,46.6806,113.2792,68.27,53,100,13.73,light rain
269,Tiksi,RU,71.6872,128.8694,45.59,73,33,10.94,scattered clouds
270,Severo-Kurilsk,RU,50.6789,156.125,52.56,94,100,16.93,moderate rain
271,Mizdah,LY,31.4451,12.9801,84.85,29,0,5.7,clear sky
272,Vacaria,BR,-28.5122,-50.9339,54.23,96,86,5.93,overcast clouds
273,Alexandria,EG,31.2156,29.9553,82.96,56,0,11.56,clear sky
274,Sembakung,ID,3.8167,117.25,80.35,86,94,1.41,overcast clouds
275,Tongzi,CN,28.7829,105.0877,70.38,90,100,5.44,overcast clouds
276,Usta Muhammad,PK,28.1794,68.0445,100.18,39,95,6.24,overcast clouds
277,Sitka,US,57.0531,-135.33,53.49,87,100,4.61,overcast clouds
278,Tibagi,BR,-24.5094,-50.4136,57.79,91,80,1.92,broken clouds
279,Adrar,MR,20.5022,-10.0711,89.89,42,78,10.42,broken clouds
280,Tiznit,MA,29.5833,-9.5,100.36,13,0,7.87,clear sky
281,Asau,RO,46.4333,26.4,83.32,28,0,8.37,clear sky
282,Kletnya,RU,53.3897,33.2171,72.79,55,19,12.66,few clouds
283,Comodoro Rivadavia,AR,-45.8667,-67.5,30.06,64,0,13.8,clear sky
284,Half Moon Bay,US,37.4636,-122.4286,58.98,88,100,11.5,mist
285,Pijijiapan,MX,15.7011,-93.23,74.86,92,100,3.53,overcast clouds
286,Mafra,BR,-26.1114,-49.8053,55.08,98,49,0.83,scattered clouds
287,Dawlatabad,AF,36.4141,64.9053,112.69,5,0,8.55,clear sky
288,Sechelt,CA,49.4664,-123.7694,68.0,92,52,2.37,broken clouds
289,San Patricio,US,28.017,-97.5169,84.88,84,10,8.59,clear sky
290,Dudinka,RU,69.4058,86.1778,74.62,52,94,7.29,overcast clouds
291,Madimba,TZ,-10.4,40.3333,81.32,54,7,13.67,clear sky
292,Nouadhibou,MR,20.931,-17.0347,78.78,83,7,8.05,clear sky
293,Buala,SB,-8.145,159.5921,80.15,79,36,2.3,light rain
294,Eydhafushi,MV,5.1033,73.0708,82.24,74,87,15.03,overcast clouds
295,Yamandu,SL,7.9362,-11.4928,76.08,88,100,4.25,light rain
296,Damghan,IR,36.1683,54.348,98.64,14,0,7.16,clear sky
297,Namatanai,PG,-3.6667,152.4333,80.2,81,70,7.18,broken clouds
298,Katete,UG,-0.7818,29.7544,85.73,25,66,2.8,broken clouds
299,Januaria,BR,-15.4833,-44.3667,62.62,67,1,4.36,clear sky
300,Tafo,GH,6.7345,-1.6127,77.23,66,64,4.85,broken clouds
301,Taperoa,BR,-7.2075,-36.8267,67.84,80,70,12.64,broken clouds
302,Minas Novas,BR,-17.2186,-42.5903,57.85,95,1,1.16,clear sky
303,Komsomolskiy,UZ,40.4272,71.7189,104.72,13,0,4.61,clear sky
304,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,69,100,2.37,overcast clouds
305,Boende,CD,-0.2167,20.8667,87.28,58,93,1.14,light rain
306,Soyo,AO,-6.1349,12.3689,74.79,67,92,7.43,overcast clouds
307,Klaksvik,FO,62.2266,-6.589,54.52,79,100,8.1,overcast clouds
308,Bojnurd,IR,37.4747,57.329,94.95,29,20,9.22,"sand,dust whirls"
309,Mitsamiouli,KM,-11.3847,43.2844,82.69,61,20,11.5,few clouds
310,Norilsk,RU,69.3535,88.2027,74.43,53,75,9.62,light rain
311,Paracuru,BR,-3.41,-39.0306,77.11,84,79,8.79,broken clouds
312,San Carlos,VE,9.6612,-68.5827,70.45,96,23,2.24,few clouds
313,Ankara,TR,39.9199,32.8543,80.15,31,20,6.91,few clouds
314,Saint George,US,37.1041,-113.5841,88.95,25,0,8.05,clear sky
315,Ngunguru,NZ,-35.6167,174.5,54.09,69,100,10.78,overcast clouds
316,Mindelo,CV,16.8901,-24.9804,78.35,65,75,1.14,broken clouds
317,Krapivinskiy,RU,54.9992,86.8133,71.29,78,32,5.5,light rain
318,Pachelma,RU,53.2443,43.3521,70.39,60,62,11.16,light rain
319,Pitea,SE,65.3172,21.4794,68.09,41,100,7.58,overcast clouds
320,Richards Bay,ZA,-28.783,32.0377,74.86,58,25,5.12,scattered clouds
321,Mayumba,GA,-3.432,10.6554,73.27,79,100,8.5,overcast clouds
322,Yeppoon,AU,-23.1333,150.7333,64.18,80,2,3.38,clear sky
323,Qujing,CN,25.4833,103.7833,71.91,73,55,9.15,broken clouds
324,Muravlenko,RU,63.7898,74.523,58.8,44,98,16.8,overcast clouds
325,Luderitz,NA,-26.6481,15.1594,67.66,52,0,12.33,clear sky
326,Taoudenni,ML,22.6783,-3.9836,99.68,28,8,9.48,clear sky
